"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE977312353462";"70836";"In Betrieb";"12.12.2002";"17.9.2019";"Wind";"1800";"1800";"07922";"Tanna";"Alterric Windpark GmbH & Co. Windnutzung II KG";"ABR949680981240";"13.12.2024"
"SEE987379284074";"70837";"In Betrieb";"12.12.2002";"17.9.2019";"Wind";"1800";"1800";"07922";"Tanna";"Alterric Windpark GmbH & Co. Windnutzung II KG";"ABR949680981240";"13.12.2024"
"SEE999905659188";"70838";"In Betrieb";"17.12.2002";"17.9.2019";"Wind";"1800";"1800";"07922";"Tanna";"Alterric Windpark GmbH & Co. Windnutzung II KG";"ABR949680981240";"13.12.2024"
"SEE920573413918";"70839";"In Betrieb";"20.12.2002";"17.9.2019";"Wind";"1800";"1800";"07922";"Tanna";"Alterric Windpark GmbH & Co. Windnutzung II KG";"ABR949680981240";"13.12.2024"
"SEE960521988310";"E-822273";"In Betrieb";"31.12.2010";"16.9.2019";"Wind";"2000";"2000";"99947";"Bad Langensalza";"ET Energy Hochheim 1 GmbH & Co. KG";"ABR929099046075";"6.12.2024"
"SEE993379413826";"E-822274";"In Betrieb";"31.12.2010";"16.9.2019";"Wind";"2000";"2000";"99947";"Bad Langensalza";"ET Energy Hochheim 1 GmbH & Co. KG";"ABR929099046075";"6.12.2024"
"SEE981907909286";"E-822275";"In Betrieb";"31.12.2010";"16.9.2019";"Wind";"2000";"2000";"99947";"Bad Langensalza";"ET Energy Hochheim 1 GmbH & Co. KG";"ABR929099046075";"6.12.2024"
"SEE976916939256";"E 825789-01";"In Betrieb";"5.8.2014";"11.9.2019";"Wind";"2300";"2300";"99735";"Hainrode";"Windpark Nentzelsrode GmbH & Co. KG";"ABR983789704300";"19.11.2024"
"SEE921790885335";"E 825790-02";"In Betrieb";"8.8.2014";"11.9.2019";"Wind";"2300";"2300";"99735";"Hainrode";"Windpark Nentzelsrode GmbH & Co. KG";"ABR983789704300";"19.11.2024"
"SEE970824885261";"701260";"In Betrieb";"22.9.2003";"5.9.2019";"Wind";"1800";"1800";"37359";"Büttstedt";"GERES EnergieSysteme GmbH";"ABR965463074305";"17.11.2022"
"SEE954672202425";"701261";"In Betrieb";"22.9.2003";"5.9.2019";"Wind";"1800";"1800";"37359";"Büttstedt";"GERES EnergieSysteme GmbH";"ABR965463074305";"17.11.2022"
"SEE910795074578";"701262";"In Betrieb";"4.9.2003";"5.9.2019";"Wind";"1800";"1800";"37359";"Büttstedt";"GERES EnergieSysteme GmbH";"ABR965463074305";"17.11.2022"
"SEE918667992517";"701263";"In Betrieb";"8.9.2003";"5.9.2019";"Wind";"1800";"1800";"37359";"Büttstedt";"GERES EnergieSysteme GmbH";"ABR965463074305";"28.12.2022"
"SEE978359275175";"701264";"In Betrieb";"4.9.2003";"5.9.2019";"Wind";"1800";"1800";"37359";"Büttstedt";"GERES EnergieSysteme GmbH";"ABR965463074305";"17.6.2024"
"SEE925301590923";"701266";"In Betrieb";"25.8.2003";"5.9.2019";"Wind";"1800";"1800";"37359";"Büttstedt";"GERES EnergieSysteme GmbH";"ABR965463074305";"28.12.2022"
"SEE995307280661";"701268";"In Betrieb";"13.8.2003";"5.9.2019";"Wind";"1800";"1800";"37359";"Büttstedt";"GERES EnergieSysteme GmbH";"ABR965463074305";"18.11.2022"
"SEE940069753984";"701270";"In Betrieb";"18.8.2003";"5.9.2019";"Wind";"1800";"1800";"37359";"Büttstedt";"GERES EnergieSysteme GmbH";"ABR965463074305";"17.11.2022"
"SEE972028100768";"701271";"In Betrieb";"11.8.2003";"5.9.2019";"Wind";"1800";"1800";"37359";"Büttstedt";"GERES EnergieSysteme GmbH";"ABR965463074305";"17.11.2022"
"SEE980749981962";"701276";"In Betrieb";"22.9.2003";"5.9.2019";"Wind";"1800";"1800";"99976";"Anrode";"GERES EnergieSysteme GmbH";"ABR965463074305";"17.11.2022"
"SEE994697188373";"701277";"In Betrieb";"22.9.2003";"5.9.2019";"Wind";"1800";"1800";"99976";"Rodeberg";"GERES EnergieSysteme GmbH";"ABR965463074305";"17.6.2024"
"SEE944547863301";"702149";"In Betrieb";"30.10.2004";"5.9.2019";"Wind";"1800";"1800";"99976";"Anrode";"GERES EnergieSysteme GmbH";"ABR965463074305";"17.11.2022"
"SEE995254866697";"70834";"In Betrieb";"22.10.2002";"5.9.2019";"Wind";"1800";"1800";"07922";"Tanna";"GERESGmbH&Co. Energie ZWEI KG";"ABR976761538833";"28.12.2022"
"SEE997358878040";"702176";"In Betrieb";"26.11.2004";"5.9.2019";"Wind";"2000";"2000";"07922";"Tanna";"GERESGmbH&Co. Energie ZWEI KG";"ABR976761538833";"28.12.2022"
"SEE953917496117";"782535";"In Betrieb";"25.6.2009";"5.9.2019";"Wind";"2300";"2300";"07922";"Tanna";"GERESGmbH&Co. Energie ZWEI KG";"ABR976761538833";"28.12.2022"
"SEE973139661353";"WEA 4";"In Betrieb";"3.9.2019";"4.9.2019";"Wind";"4500";"4500";"99752";"Bleicherode";"VSB Windpark Pustleben";"ABR933749965784";"8.10.2024"
"SEE929035357067";"WEA Kirchheilingen KH51";"In Betrieb";"30.12.2012";"30.8.2019";"Wind";"3075";"3075";"99947";"Kirchheilingen";"envia THERM GmbH";"ABR987228640990";"22.10.2024"
"SEE913222932618";"WEA Kirchheilingen KH52";"In Betrieb";"10.1.2013";"30.8.2019";"Wind";"3075";"3075";"99947";"Kirchheilingen";"envia THERM GmbH";"ABR987228640990";"22.10.2024"
"SEE979225359753";"WEA Kirchheilingen KH55";"In Betrieb";"15.5.2014";"29.8.2019";"Wind";"3075";"3075";"99947";"Kirchheilingen";"envia THERM GmbH";"ABR987228640990";"22.10.2024"
"SEE969894933316";"E 825661-01";"In Betrieb";"31.7.2014";"28.8.2019";"Wind";"2300";"2300";"07407";"Rudolstadt";"Windpark Treppendorf GmbH & Co. KG";"ABR906011925847";"4.8.2025"
"SEE904592897348";"E 825662-03";"In Betrieb";"28.7.2014";"28.8.2019";"Wind";"2300";"2300";"07407";"Rudolstadt";"Windpark Treppendorf GmbH & Co. KG";"ABR906011925847";"20.11.2024"
"SEE968113143932";"WKA Korbußen";"In Betrieb";"26.10.2001";"23.8.2019";"Wind";"850";"850";"07554";"Korbußen";"ZOPF Windfang GmbH";"ABR974422971418";"1.9.2022"
"SEE966760706418";"WEA Weimar 01";"Endgültig stillgelegt";"29.8.2002";"20.8.2019";"Wind";"1500";"1500";"07751";"Bucha";"(natürliche Person)";"";"27.5.2024"
"SEE908391312767";"WEA Weimar 02";"Endgültig stillgelegt";"10.7.2002";"20.8.2019";"Wind";"1500";"1500";"07751";"Bucha";"(natürliche Person)";"";"27.5.2024"
"SEE975106718619";"WEA Weimar 03";"Endgültig stillgelegt";"17.7.2002";"20.8.2019";"Wind";"1500";"1500";"07751";"Bucha";"(natürliche Person)";"";"27.5.2024"
"SEE985092225107";"WEA Weimar 04";"Endgültig stillgelegt";"6.8.2002";"20.8.2019";"Wind";"1500";"1500";"07751";"Bucha";"(natürliche Person)";"";"27.5.2024"
"SEE949719102493";"WEA Weimar 05";"Endgültig stillgelegt";"23.8.2002";"20.8.2019";"Wind";"1500";"1500";"07751";"Bucha";"(natürliche Person)";"";"27.5.2024"
"SEE916480462903";"WEA Weimar 06 (70129)";"In Betrieb";"17.7.2002";"20.8.2019";"Wind";"1500";"1500";"07751";"Bucha";"Windfarm Weimar GmbH & Co. KG";"ABR997461667609";"7.2.2025"
"SEE950543285375";"WEA Weimar 08 (70131)";"In Betrieb";"10.7.2002";"20.8.2019";"Wind";"1500";"1500";"07751";"Bucha";"Windfarm Weimar GmbH & Co. KG";"ABR997461667609";"7.2.2025"
"SEE913448466614";"WEA Weimar 11";"Endgültig stillgelegt";"29.8.2002";"20.8.2019";"Wind";"1500";"1500";"07751";"Bucha";"(natürliche Person)";"";"27.5.2024"
"SEE958416329560";"WEA 1 GA7595 (ROL13)";"In Betrieb";"28.12.2005";"19.8.2019";"Wind";"2000";"2000";"99636";"Rastenberg";"BOREAS Energie GmbH";"ABR909054335185";"26.10.2022"
"SEE999288281976";"WEA 2 ROL12 (GA7593)";"Endgültig stillgelegt";"29.12.2005";"19.8.2019";"Wind";"2000";"2000";"99636";"Rastenberg";"(natürliche Person)";"";"1.12.2022"
"SEE916060574552";"WEA 3 GA7592 (ROL11)";"In Betrieb";"23.12.2005";"19.8.2019";"Wind";"2000";"2000";"99636";"Rastenberg";"BOREAS Energie GmbH";"ABR909054335185";"15.7.2025"
"SEE915380870504";"WEA 4 ROL09 (GA7594)";"Endgültig stillgelegt";"28.12.2005";"19.8.2019";"Wind";"2000";"2000";"99636";"Rastenberg";"(natürliche Person)";"";"1.12.2022"
"SEE973043672889";"WEA 5 GA8997 (ROL08)";"In Betrieb";"31.12.2006";"19.8.2019";"Wind";"2000";"2000";"99636";"Rastenberg";"BOREAS Energie GmbH";"ABR909054335185";"6.9.2022"
"SEE905319535277";"WEA 6 ROL10 (GA8998)";"Endgültig stillgelegt";"4.2.2007";"19.8.2019";"Wind";"2000";"2000";"99636";"Rastenberg";"(natürliche Person)";"";"1.12.2022"
"SEE920915877408";"Gebersreuth 01";"In Betrieb";"25.4.2017";"15.8.2019";"Wind";"3000";"3000";"07926";"Gefell";"Trianel Windpark Gebersreuth GmbH & Co. KG";"ABR999022537727";"3.9.2024"
"SEE952061791772";"Gebersreuth 02";"In Betrieb";"27.4.2017";"15.8.2019";"Wind";"3000";"3000";"07926";"Gefell";"Trianel Windpark Gebersreuth GmbH & Co. KG";"ABR999022537727";"3.9.2024"
"SEE911469197692";"Gebersreuth 03";"In Betrieb";"29.5.2017";"15.8.2019";"Wind";"3000";"3000";"07926";"Gefell";"Trianel Windpark Gebersreuth GmbH & Co. KG";"ABR999022537727";"3.9.2024"
"SEE990059268615";"Gebersreuth 04";"In Betrieb";"19.5.2017";"15.8.2019";"Wind";"3000";"3000";"07926";"Gefell";"Trianel Windpark Gebersreuth GmbH & Co. KG";"ABR999022537727";"3.9.2024"
"SEE919733495598";"Gebersreuth 05";"In Betrieb";"24.5.2017";"15.8.2019";"Wind";"3000";"3000";"07926";"Gefell";"Trianel Windpark Gebersreuth GmbH & Co. KG";"ABR999022537727";"3.9.2024"
"SEE902825160917";"Gebersreuth 06";"In Betrieb";"30.6.2017";"15.8.2019";"Wind";"3000";"3000";"07926";"Gefell";"Trianel Windpark Gebersreuth GmbH & Co. KG";"ABR999022537727";"3.9.2024"
"SEE985308951769";"Gebersreuth 07";"In Betrieb";"31.5.2017";"15.8.2019";"Wind";"3000";"3000";"07926";"Gefell";"Trianel Windpark Gebersreuth GmbH & Co. KG";"ABR999022537727";"3.9.2024"
"SEE915352327036";"Gebersreuth 08";"In Betrieb";"7.7.2017";"15.8.2019";"Wind";"3000";"3000";"07926";"Gefell";"Trianel Windpark Gebersreuth GmbH & Co. KG";"ABR999022537727";"3.9.2024"
"SEE946306871930";"WP Gebstedt WEA 04";"In Planung";"";"8.8.2019";"Wind";"4380";"4380";"99510";"Ilmtal-Weinstraße";"Windpark Gebstedt GmbH & Co. KG";"ABR920928815862";"4.9.2025"
"SEE984550711183";"KH 58";"In Betrieb";"11.4.2018";"31.7.2019";"Wind";"3450";"3450";"99947";"Kirchheilingen";"Windfeld Thüringer Becken KH 56.1 GmbH & Co. KG";"ABR932843902374";"14.10.2024"
"SEE978607615074";"NK 13";"In Betrieb";"13.6.2018";"30.7.2019";"Wind";"3450";"3450";"99817";"Eisenach";"GSW Energiepark 2020 GmbH & Co. KG";"ABR913851569476";"18.6.2026"
"SEE989332025397";"NK 15";"In Betrieb";"13.6.2018";"30.7.2019";"Wind";"3450";"3450";"99817";"Eisenach";"Windkraft Neukirchen GmbH & Co. KG";"ABR934912635152";"18.6.2026"
"SEE918725654753";"OL 22";"In Betrieb";"30.8.2017";"30.7.2019";"Wind";"3300";"3300";"99628";"Buttstädt";"Windkraft Ostramondra GmbH & Co. KG";"ABR961495661674";"20.12.2024"
"SEE998075875947";"OM 06";"In Betrieb";"30.8.2017";"30.7.2019";"Wind";"3300";"3300";"99636";"Ostramondra";"Windkraft Ostramondra GmbH & Co. KG";"ABR961495661674";"20.12.2024"
"SEE999489796989";"OM 07";"In Betrieb";"30.8.2017";"30.7.2019";"Wind";"3300";"3300";"99636";"Ostramondra";"Windkraft Ostramondra GmbH & Co. KG";"ABR961495661674";"20.12.2024"
"SEE924830602046";"OM 08";"In Betrieb";"30.8.2017";"30.7.2019";"Wind";"3300";"3300";"99636";"Ostramondra";"Windkraft Ostramondra GmbH & Co. KG";"ABR961495661674";"20.12.2024"
"SEE921022780728";"Fri 91";"In Betrieb";"18.7.2001";"26.7.2019";"Wind";"850";"850";"07774";"Frauenprießnitz";"NaturEnergy GmbH & Co. KGaA";"ABR989783400101";"24.11.2022"
"SEE992470029967";"Fri93";"In Betrieb";"15.6.2001";"26.7.2019";"Wind";"850";"850";"07774";"Frauenprießnitz";"NaturEnergy GmbH & Co. KGaA";"ABR989783400101";"24.11.2022"
"SEE999328331654";"NK 12";"In Betrieb";"22.6.2018";"25.7.2019";"Wind";"3450";"3450";"99817";"Eisenach";"Windkraft Neukirchen GmbH & Co. KG";"ABR934912635152";"18.6.2026"
"SEE980470635233";"NK 17";"In Betrieb";"28.6.2018";"25.7.2019";"Wind";"3450";"3450";"99817";"Eisenach";"Windkraft Neukirchen GmbH & Co. KG";"ABR934912635152";"18.6.2026"
"SEE925858515172";"WEA 27-1";"In Betrieb";"28.1.2014";"24.7.2019";"Wind";"2400";"2400";"07774";"Thierschneck";"meridian Windpark Wetzdorf GmbH & Co.KG";"ABR995439953730";"20.12.2024"
"SEE991834396172";"NK 16";"In Betrieb";"29.6.2018";"24.7.2019";"Wind";"3450";"3450";"99817";"Eisenach";"Windkraft Neukirchen 16 GmbH & Co.KG";"ABR925411128467";"18.6.2026"
"SEE961073015882";"Tüngeda 01";"In Betrieb";"30.12.2015";"24.7.2019";"Wind";"3300";"3300";"99820";"Hörselberg-Hainich";"GSW Windpark Uckermark GmbH & Co. KG";"ABR984298106265";"25.2.2026"
"SEE984811393813";"Olbersleben 13.1";"In Betrieb";"8.5.2014";"24.7.2019";"Wind";"3075";"3075";"99628";"Olbersleben";"GSW Windmühle Olbersleben 13 GmbH & Co. KG";"ABR987313487714";"22.1.2025"
"SEE936737651331";"WEA 28-2";"In Betrieb";"21.12.2013";"24.7.2019";"Wind";"2400";"2400";"07619";"Schkölen";"meridian Windpark Wetzdorf GmbH & Co.KG";"ABR995439953730";"20.12.2024"
"SEE999124324874";"WEA 29-3";"In Betrieb";"11.12.2013";"24.7.2019";"Wind";"2400";"2400";"07619";"Schkölen";"meridian Windpark Wetzdorf GmbH & Co.KG";"ABR995439953730";"20.12.2024"
"SEE988351713360";"WEA30-4";"In Betrieb";"18.12.2013";"24.7.2019";"Wind";"2400";"2400";"07619";"Schkölen";"meridian Windpark Wetzdorf GmbH & Co.KG";"ABR995439953730";"20.12.2024"
"SEE954175892062";"WEA 31-5";"In Betrieb";"27.11.2013";"24.7.2019";"Wind";"2400";"2400";"07619";"Schkölen";"meridian Windpark Wetzdorf GmbH & Co.KG";"ABR995439953730";"20.12.2024"
"SEE974899779340";"WEA 32-6";"In Betrieb";"22.11.2013";"24.7.2019";"Wind";"2400";"2400";"07619";"Schkölen";"meridian Windpark Wetzdorf GmbH & Co.KG";"ABR995439953730";"20.12.2024"
"SEE952502595686";"WEA 33-7";"In Betrieb";"7.11.2013";"24.7.2019";"Wind";"2400";"2400";"07619";"Schkölen";"meridian Windpark Wetzdorf GmbH & Co.KG";"ABR995439953730";"20.12.2024"
"SEE919805753984";"WEA 34-8";"In Betrieb";"28.11.2013";"24.7.2019";"Wind";"2400";"2400";"07619";"Schkölen";"meridian Windpark Wetzdorf GmbH & Co.KG";"ABR995439953730";"20.12.2024"
"SEE998243517976";"WEA 35-9";"In Betrieb";"24.6.2016";"24.7.2019";"Wind";"2400";"2400";"07619";"Schkölen";"meridian Windpark Wetzdorf II GmbH & Co. KG";"ABR907321922762";"20.12.2024"
"SEE944716399662";"WEA 36-10";"In Betrieb";"28.6.2016";"24.7.2019";"Wind";"2400";"2400";"07619";"Schkölen";"meridian Windpark Wetzdorf II GmbH & Co. KG";"ABR907321922762";"20.12.2024"
"SEE922421319090";"WEA 4";"In Betrieb";"21.3.2011";"23.7.2019";"Wind";"2050";"2050";"07616";"Rauschwitz";"meridian Windpark Rauschwitz II GmbH & Co.KG";"ABR969239595230";"20.12.2024"
"SEE979291815917";"VB 05";"In Betrieb";"29.12.2017";"23.7.2019";"Wind";"3300";"3300";"99610";"Sprötau";"Windkraft Vogelsberg GmbH & Co. KG";"ABR903991767658";"14.10.2024"
"SEE977323229060";"VB 06";"In Betrieb";"29.9.2017";"23.7.2019";"Wind";"3300";"3300";"99610";"Sprötau";"Windkraft Vogelsberg GmbH & Co. KG";"ABR903991767658";"14.10.2024"
"SEE997198845530";"VB 07";"In Betrieb";"7.12.2017";"23.7.2019";"Wind";"3450";"3450";"99610";"Sprötau";"Windkraft Vogelsberg GmbH & Co. KG";"ABR903991767658";"14.10.2024"
"SEE959782368078";"VB 08";"In Betrieb";"24.12.2017";"23.7.2019";"Wind";"3450";"3450";"99610";"Sprötau";"Windkraft Vogelsberg GmbH & Co. KG";"ABR903991767658";"14.10.2024"
"SEE939064048898";"WEA 5";"In Betrieb";"23.3.2011";"23.7.2019";"Wind";"2050";"2050";"07616";"Rauschwitz";"meridian Windpark Rauschwitz II GmbH & Co.KG";"ABR969239595230";"20.12.2024"
"SEE995437997569";"HH 53";"In Betrieb";"6.2.2014";"23.7.2019";"Wind";"2400";"2400";"99869";"Nessetal";"Windkraft Hochheim II GmbH & Co. KG";"ABR978598361394";"16.1.2025"
"SEE966061772501";"WEA 3";"In Betrieb";"30.12.2015";"22.7.2019";"Wind";"3450";"3450";"99820";"Hörselberg-Hainich";"meridian Windpark Tüngeda GmbH & Co. KG";"ABR908303488498";"20.12.2024"
"SEE961498762248";"WEA 6";"In Betrieb";"30.12.2015";"22.7.2019";"Wind";"3450";"3450";"99820";"Hörselberg-Hainich";"meridian Windpark Tüngeda GmbH & Co. KG";"ABR908303488498";"20.12.2024"
"SEE956855085948";"WEA 5";"In Betrieb";"29.7.2013";"22.7.2019";"Wind";"2500";"2500";"07619";"Schkölen";"meridian Windpark Lindau GmbH & Co.KG";"ABR978319184271";"20.12.2024"
"SEE942898072717";"WEA 6";"In Betrieb";"2.8.2013";"22.7.2019";"Wind";"2500";"2500";"07619";"Schkölen";"meridian Windpark Lindau GmbH & Co.KG";"ABR978319184271";"20.12.2024"
"SEE930812331668";"WEA 10";"In Betrieb";"12.8.2013";"22.7.2019";"Wind";"2500";"2500";"07613";"Heideland";"meridian Windpark Lindau GmbH & Co.KG";"ABR978319184271";"20.12.2024"
"SEE971895762925";"WEA 8";"In Betrieb";"30.8.2013";"22.7.2019";"Wind";"2500";"2500";"07619";"Schkölen";"meridian Windpark Lindau GmbH & Co.KG";"ABR978319184271";"20.12.2024"
"SEE915649714440";"WEA 9";"In Betrieb";"29.8.2013";"22.7.2019";"Wind";"2500";"2500";"07613";"Heideland";"meridian Windpark Lindau GmbH & Co.KG";"ABR978319184271";"20.12.2024"
"SEE959986860507";"WEA 7";"In Betrieb";"21.8.2013";"22.7.2019";"Wind";"2500";"2500";"07613";"Heideland";"meridian Windpark Lindau GmbH & Co.KG";"ABR978319184271";"20.12.2024"
"SEE928493540806";"VB 01";"In Betrieb";"29.9.2017";"22.7.2019";"Wind";"3300";"3300";"99610";"Sprötau";"Windkraft Vogelsberg GmbH & Co. KG";"ABR903991767658";"14.10.2024"
"SEE980002671784";"VB 02";"In Betrieb";"10.2.2018";"22.7.2019";"Wind";"3300";"3300";"99610";"Sprötau";"Windkraft Vogelsberg GmbH & Co. KG";"ABR903991767658";"14.10.2024"
"SEE929587219554";"VB 03";"In Betrieb";"22.1.2018";"22.7.2019";"Wind";"3300";"3300";"99610";"Sprötau";"Windkraft Vogelsberg GmbH & Co. KG";"ABR903991767658";"14.10.2024"
"SEE912252827093";"VB 04";"In Betrieb";"29.9.2017";"22.7.2019";"Wind";"3300";"3300";"99610";"Sprötau";"Windkraft Vogelsberg GmbH & Co. KG";"ABR903991767658";"14.10.2024"
"SEE949504416637";"NK 14";"In Betrieb";"22.6.2018";"19.7.2019";"Wind";"3450";"3450";"99817";"Eisenach";"GSW Windmühle Neukirchen 14 GmbH & Co. KG";"ABR913461646932";"18.6.2026"
"SEE943589532862";"HH 05";"Endgültig stillgelegt";"1.2.2000";"17.7.2019";"Wind";"1500";"1500";"99869";"Nessetal";"(natürliche Person)";"";"23.2.2023"
"SEE915158008337";"822847";"In Betrieb";"23.11.2010";"17.7.2019";"Wind";"2000";"2000";"99734";"Nordhausen";"M.P. Strom GmbH & Co. KG";"ABR970767362058";"29.4.2021"
"SEE987567116224";"301422";"In Betrieb";"8.12.2017";"17.7.2019";"Wind";"3370";"3370";"99765";"Uthleben";"M.P. Strom GmbH & Co. KG";"ABR970767362058";"24.3.2021"
"SEE997141737844";"HH 06";"Endgültig stillgelegt";"3.2.2000";"17.7.2019";"Wind";"1500";"1500";"99869";"Hochheim";"(natürliche Person)";"";"21.4.2021"
"SEE901562467365";"WEA441261";"In Betrieb";"25.7.2002";"16.7.2019";"Wind";"600";"600";"99706";"Sondershausen";"Windkraft Hainleite GmbH & Co.kG";"ABR982819920451";"30.3.2023"
"SEE947182149519";"WEA70726";"In Betrieb";"25.7.2002";"16.7.2019";"Wind";"1800";"1800";"99706";"Sondershausen";"Windkraft Hainleite GmbH & Co.kG";"ABR982819920451";"21.10.2022"
"SEE932127330527";"WEA825845";"In Betrieb";"17.9.2014";"12.7.2019";"Wind";"2300";"2300";"99706";"Sondershausen";"Windkraft Hainleite GmbH & Co.kG";"ABR982819920451";"9.6.2021"
"SEE988221566041";"WEA825846";"In Betrieb";"17.9.2014";"12.7.2019";"Wind";"2300";"2300";"99706";"Sondershausen";"Windkraft Hainleite GmbH & Co.kG";"ABR982819920451";"9.6.2021"
"SEE974257978170";"WEA825842";"In Betrieb";"26.9.2014";"10.7.2019";"Wind";"2300";"2300";"99706";"Sondershausen";"Windkraft Hainleite GmbH & Co.kG";"ABR982819920451";"9.6.2021"
"SEE952335918485";"GE 15400062-09";"Endgültig stillgelegt";"7.1.2000";"10.7.2019";"Wind";"1500";"1500";"99869";"Wangenheim";"(natürliche Person)";"";"1.12.2022"
"SEE970004559104";"GE 15400063-10";"Endgültig stillgelegt";"22.1.2000";"10.7.2019";"Wind";"1500";"1500";"99869";"Wangenheim";"(natürliche Person)";"";"1.12.2022"
"SEE944758186831";"HH04 GE 15400078-17";"Endgültig stillgelegt";"9.2.2000";"10.7.2019";"Wind";"1500";"1500";"99869";"Nessetal";"(natürliche Person)";"";"26.9.2022"
"SEE933813977156";"GE 15400084-04";"Endgültig stillgelegt";"17.12.1999";"10.7.2019";"Wind";"1500";"1500";"99869";"Ebenheim";"(natürliche Person)";"";"1.12.2022"
"SEE943948834835";"GE 15400085-05";"Endgültig stillgelegt";"20.12.1999";"10.7.2019";"Wind";"1500";"1500";"99869";"Sonneborn";"(natürliche Person)";"";"1.12.2022"
"SEE985041025888";"GE 15400091-11";"Endgültig stillgelegt";"25.1.2000";"10.7.2019";"Wind";"1500";"1500";"99869";"Sonneborn";"(natürliche Person)";"";"23.8.2021"
"SEE900876916019";"GE 15400092-12";"Endgültig stillgelegt";"1.4.2018";"10.7.2019";"Wind";"1500";"1500";"99869";"Nessetal";"(natürliche Person)";"";"30.8.2022"
"SEE997484848726";"GE 15400093-13";"Endgültig stillgelegt";"3.2.2000";"10.7.2019";"Wind";"1500";"1500";"99869";"Sonneborn";"(natürliche Person)";"";"23.8.2021"
"SEE936670708253";"GE 15400094-08";"Endgültig stillgelegt";"15.12.1999";"10.7.2019";"Wind";"1500";"1500";"99869";"Sonneborn";"(natürliche Person)";"";"8.9.2021"
"SEE910162966468";"WEA825843";"In Betrieb";"2.10.2014";"10.7.2019";"Wind";"2300";"2300";"99706";"Sondershausen";"Windkraft Hainleite GmbH & Co.kG";"ABR982819920451";"9.6.2021"
"SEE953169091337";"WEA825844";"In Betrieb";"11.9.2014";"10.7.2019";"Wind";"2300";"2300";"99706";"Sondershausen";"Windkraft Hainleite GmbH & Co.kG";"ABR982819920451";"9.6.2021"
"SEE942275462742";"WEA Wüllersleben";"In Betrieb";"22.12.2006";"9.7.2019";"Wind";"800";"800";"99310";"Bösleben-Wüllersleben";"SWE Erneuerbare Energien GmbH";"ABR923374027841";"24.1.2023"
"SEE935740370352";"WEA Wüllersleben";"In Betrieb";"21.12.2006";"9.7.2019";"Wind";"800";"800";"99310";"Bösleben-Wüllersleben";"SWE Erneuerbare Energien GmbH";"ABR923374027841";"24.1.2023"
"SEE970633157924";"WEA Wüllersleben";"In Betrieb";"22.12.2006";"9.7.2019";"Wind";"800";"800";"99310";"Bösleben-Wüllersleben";"SWE Erneuerbare Energien GmbH";"ABR923374027841";"24.1.2023"
"SEE920619819162";"WEA Wüllersleben";"In Betrieb";"28.12.2006";"9.7.2019";"Wind";"800";"800";"99310";"Bösleben-Wüllersleben";"SWE Erneuerbare Energien GmbH";"ABR923374027841";"24.1.2023"
"SEE995787147966";"WEA Wüllersleben";"In Betrieb";"28.12.2006";"9.7.2019";"Wind";"800";"800";"99310";"Bösleben-Wüllersleben";"SWE Erneuerbare Energien GmbH";"ABR923374027841";"31.1.2022"
"SEE943862716682";"WEA Wüllersleben";"In Betrieb";"28.12.2006";"9.7.2019";"Wind";"800";"800";"99310";"Bösleben-Wüllersleben";"SWE Erneuerbare Energien GmbH";"ABR923374027841";"24.1.2023"
"SEE969102253250";"WEA Wüllersleben";"In Betrieb";"27.12.2006";"9.7.2019";"Wind";"800";"800";"99310";"Bösleben-Wüllersleben";"SWE Erneuerbare Energien GmbH";"ABR923374027841";"24.1.2023"
"SEE904680954656";"WEA Wüllersleben";"In Betrieb";"22.12.2006";"9.7.2019";"Wind";"800";"800";"99310";"Bösleben-Wüllersleben";"SWE Erneuerbare Energien GmbH";"ABR923374027841";"24.1.2023"
"SEE950113772762";"HL 11";"In Betrieb";"29.9.2017";"4.7.2019";"Wind";"3300";"3300";"99955";"Herbsleben";"GSW Windpark Herbsleben GmbH & Co. KG";"ABR984610429621";"22.1.2025"
"SEE914810295634";"HR09";"In Betrieb";"20.12.2012";"3.7.2019";"Wind";"1500";"1500";"99820";"Hörselberg-Hainich";"BOREAS Energie GmbH";"ABR909054335185";"26.11.2024"
"SEE945322958397";"WK-TAN10";"In Betrieb";"23.9.2014";"2.7.2019";"Wind";"3050";"3050";"07922";"Tanna";"Windkraft Tanna I GmbH & Co. KG";"ABR901309019185";"9.12.2024"
"SEE929231392770";"WK-TAN12";"In Betrieb";"6.1.2016";"2.7.2019";"Wind";"2350";"2350";"07922";"Tanna";"Windkraft Tanna 3";"ABR916127303774";"9.12.2024"
"SEE966192018783";"WEA 6";"In Betrieb";"20.6.2014";"1.7.2019";"Wind";"3000";"3000";"07616";"Rauschwitz";"meridian Windpark  Rauschwitz III GmbH & Co.KG";"ABR918036784972";"20.12.2024"
"SEE995973848837";"Holzthaleben WKA 3";"In Betrieb";"31.8.2016";"1.7.2019";"Wind";"2400";"2400";"99713";"Helbedündorf";"HSW Windpark Holzthaleben GmbH & Co. KG";"ABR969663747687";"28.11.2024"
